datetime,code,open,high,low,close,volume,amount,adjustflag,invalid_null_ohlcv,invalid_nonpositive_price,invalid_nonpositive_volume,invalid_high_low_inconsistent,invalid_open_outside_range,invalid_close_outside_range,invalid_outside_session
2025-09-08 10:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 11:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 11:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 11:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 11:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 11:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 11:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 11:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 13:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 14:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 15:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
